Company_Name,Ticker,Sub_Sector,Market_Cap,Close_Price,PE_Ratio,5Y_Historical_Revenue_Growth,1Y_Forward_Revenue_Growth,Total_Revenue,PBT,Taxes_And_Other_Items,DII_Holding_Change_3M,FII_Holding_Change_3M,MF_Holding_Change_3M,Promoter_Holding_Change_3M,Percentage_Buy_Records,No_Of_Analysts_With_Buy_Reco,Percentage Upside,Net_Profit,Profit_Margin,PS_Ratio,Earnings_Yield,Revenue_Growth,Total_Institutional_Holding_Change,Change_Retail_Holding,Composite_Score
HDFC Asset Management Company Ltd,HDFCAMC,Asset Management,46184.76633,2173.65,33.15179942,8.910658729,-6.723656091,2433.2,1855.29,462.16,0.958643057,5.050770547,0.903824728,-6.004899198,70,14,2.247371932,1393.13,76.24897255,18.98108102,0.040171038,-0.899803948,6.913238332,-0.908339134,12.27765188
Procter & Gamble Hygiene and Health Care Ltd,PGHH,FMCG - Personal Products,45778.97505,14092.85,79.51189762,10.3606563,0.29195667,3925.24,790.14,214.39,0.381913706,-0.355346225,0.08990554,0,0,0,1.115104468,575.75,20.12972455,11.66272,0.017259888,0.613200723,0.116473021,-0.116473021,-14.66312483
Schaeffler India Ltd,SCHAEFFLER,Auto Parts,45224.98444,2832.95,71.88610191,24.77054602,21.34889906,5632.89,843.14,214.02,-1.15325763,0.797234639,-0.975481894,0,33.33333333,2,-0.280626202,629.12,14.96816022,8.028735594,0.018643235,0.435043462,-1.331504885,1.331504885,-14.45360078
United Breweries Ltd,UBL,Alcoholic Beverages,44348.02746,1680.15,121.3485127,4.183631991,32.28690764,5868.23,494.44,128.98,0.861022945,-0.759163355,1.007124109,0,64.70588235,11,8.323661578,365.46,8.425709285,7.557309011,0.011149087,0.041779619,1.108983699,-1.108983699,-27.94301002
Ashok Leyland Ltd,ASHOKLEY,Trucks & Buses,44017.6466,148.55,-122.7451733,2.551860064,20.65329274,26772.99,-199.59,159.02,-2.213370104,2.556797405,-2.141281729,0,85,34,21.17132279,-358.61,-0.745490138,1.644106489,-0.004534318,3.562362075,-1.797854428,1.797854428,30.9410477
NHPC Ltd,NHPC,Renewable Energy,43922.817,42.7,12.46543051,-1.283180047,-1.193901409,10213.67,3217.35,-306.22,0.122028865,-0.079564085,0.896990491,0,100,9,17.09601874,3523.57,31.50043031,4.300395157,0.073250083,-0.61850843,0.939455271,-0.939455271,4.838986659
Indian Railway Finance Corp Ltd,IRFC,Specialized Finance,43820.68365,35.3,7.195715423,17.54354891,0,20301.6,6090.15,0.32,0.133301695,0.037539922,0.133891586,0,100,1,0,6089.83,29.99837451,2.15848424,0.138978891,0.987689048,0.304733203,-0.304733203,6.023770335
Muthoot Finance Ltd,MUTHOOTFIN,Consumer Finance,43734.45209,1087.05,10.88839895,15.55919659,-39.76200944,12237.46,5410.18,1393.57,1.276400228,-1.023687044,1.146749782,-0.014050617,60,12,16.32399614,4016.61,44.20999129,3.573817777,0.12370522,-0.397216968,1.399462966,-1.385412349,8.580959584
Indian Overseas Bank,IOB,Public Banks,43262.67766,22.45,25.31046854,0,0,21641.17,1778.8,69.52,0.019162803,0.007648389,0.019162803,0,0,0,-37.63919822,1709.28,8.21951863,1.999091438,0.041116271,0.768436424,0.045973995,-0.045973995,-4.069134873
CG Power and Industrial Solutions Ltd,CGPOWER,Heavy Electrical Equipments,43016.9451,279.85,47.13979124,2.08649737,10.93685647,6191.45,1035.39,122.85,1.910329357,0.100566529,1.569758245,0,75,3,-5.663748437,912.54,16.72290013,6.947798189,0.024069352,-0.7139041,3.580654131,-3.580654131,-6.88753527
Yes Bank Ltd,YESBANK,Private Banks,42948.34437,17.05,40.36308855,1.66864528,-45.73198142,22423.52,1433.69,369.64,0.242510086,0.770884802,0.012973986,0,0,0,-17.88856305,1064.05,6.393688413,1.91532571,0.033381729,2.621691203,1.026368874,-1.026368874,-7.580335015
Colgate-Palmolive (India) Ltd,COLPAL,FMCG - Personal Products,42926.95004,1602.6,39.80910123,4.965767849,4.066686955,5126.04,1409.01,330.69,0.442963469,0.76991309,-0.137976773,0,22.58064516,7,1.08573568,1078.32,27.48730014,8.374290883,0.032823436,-0.77139896,1.074899786,-1.074899786,-3.004575066
Abbott India Ltd,ABBOTINDIA,Pharmaceuticals,42752.87322,20130.75,53.52807465,11.03723019,10.08310951,4996.48,1079.73,281.03,-0.089461762,0,0.827203642,0,55.55555556,5,7.919476423,798.7,21.60981331,8.556598489,0.025255145,-0.025274871,0.73774188,-0.73774188,-7.801448583
Max Healthcare Institute Ltd,MAXHEALTH,Hospitals & Diagnostic Centres,42621.00099,442.9,70.44211386,19.46759551,42.72621107,4058.82,738.9,133.85,1.753718828,25.9261817,1.647726896,-26.83557512,100,8,12.89230075,605.05,18.20479844,10.50083546,0.017336524,-0.187664116,29.32762742,-2.492052304,-5.774338028
AU Small Finance Bank Ltd,AUBANK,Consumer Finance,42537.50116,627.35,37.64980365,27.0387224,-21.42776578,6915.42,1454.06,324.24,2.918993143,3.446514575,2.12120137,-2.630482793,54.54545455,12,7.834542122,1129.82,21.02634403,6.151108849,0.034183014,0.703800612,8.486709088,-5.856226295,-1.858237481
Tata Elxsi Ltd,TATAELXSI,Software Services,42305.66599,6796.95,76.96697228,14.90649623,23.4728644,2515.33,745.48,195.82,-0.298502933,0.199478326,-0.122164979,0,14.28571429,1,-9.518239799,549.66,29.63746308,16.81913148,0.01762128,-0.636272273,-0.221189586,0.221189586,-12.04674277
L&T Technology Services Ltd,LTTS,Software Services,40752.37257,3846.35,42.58346141,15.24637886,18.77687032,6722.1,1309.2,352.2,3.905079399,-0.296361074,-0.917975658,-0.01712069,24,6,-11.73450154,957,19.47605659,6.062446642,0.032125737,1.672452521,2.690742667,-2.673621977,-4.686052408
Zydus Lifesciences Ltd,ZYDUSLIFE,Pharmaceuticals,40460.80253,405.35,9.016736686,13.4305038,-7.355322356,17848.3,5083.8,596.5,0.990672061,-0.251381021,0.742091915,0.103265276,46.66666667,14,13.4821759,4487.3,28.48338497,2.266927524,0.125647532,1.655167284,1.481382955,-1.584648231,5.650799631
Bharat Forge Ltd,BHARATFORG,Iron & Steel,39974.35755,848.75,36.9530742,10.22819892,12.59471349,10833.99,1380.51,298.75,0.403424798,0.479456294,-0.85323969,0,71.42857143,20,9.749631811,1081.76,12.74239685,3.689717043,0.034534889,-0.392995972,0.029641402,-0.029641402,-6.143507981
Balkrishna Industries Ltd,BALKRISIND,Tires & Rubber,39501.92602,2035,27.520187,17.0370861,18.22343651,8733.04,1982.15,546.77,7.749216715,-1.339789803,0.092584627,0,47.82608696,11,3.194103194,1435.38,22.69713639,4.523273227,0.050178566,-0.193922091,6.502011539,-6.502011539,0.37125971
Gujarat Fluorochemicals Ltd,FLUOROCHEM,Specialty Chemicals,39048.82577,3486.9,49.60659803,0,37.25347217,4114.14,1045.18,258.01,-0.351760583,0.887328175,-0.37780701,0,100,6,31.29140497,787.17,25.4045803,9.491370194,0.026765978,-0.528899444,0.157760582,-0.157760582,-6.143289148
MRF Ltd,MRF,Tires & Rubber,38799.40726,92565.15,57.97619244,7.39471283,16.22612334,19633.71,907.93,238.7,0.036381702,0.407460913,0.959387599,-0.062860413,10,1,-18.59139212,669.23,4.624342521,1.976162797,0.023400615,3.772251309,1.403230214,-1.340369801,-12.0440921
Cummins India Ltd,CUMMINSIND,Industrial Machinery,38520.6554,1390.4,41.25415576,4.812915514,9.903851079,6637.62,1206.98,273.24,1.701407287,0.00353824,1.463998557,0,58.33333333,14,2.632336018,933.74,18.18392737,5.803383653,0.031333319,-0.661927369,3.168944084,-3.168944084,-5.140802918
Astral Ltd,ASTRAL,Building Products - Pipes,38173.5097,1882.05,78.90349255,18.39554653,17.59353338,4428.9,648.5,164.7,0.770429323,0.186135883,0.497454486,0.11535139,38.0952381,8,8.551845063,483.8,14.64246201,8.619185283,0.01698822,-0.332757826,1.454019692,-1.569371082,-15.78494217
Polycab India Ltd,POLYCAB,Electrical Components & Equipments,38128.87381,2528.2,41.9658076,17.26945893,10.48954612,12365.74,1187.91,279.34,1.328999365,0.726745091,-0.673303772,-0.020488072,61.53846154,16,11.73957757,908.57,9.606461077,3.083428392,0.031155129,1.792056718,1.382440684,-1.361952612,-7.29621228
Mphasis Ltd,MPHASIS,IT Services & Consulting,37852.13469,2003.65,26.45374503,13.92175519,17.48662956,12121.89,1912.9,482.02,-0.367666149,0.226356425,-1.271755496,-0.018546534,60.71428571,17,18.28413146,1430.88,15.78054247,3.122626479,0.050536119,-0.019719806,-1.41306522,1.431611754,-3.026496896
Star Health and Allied Insurance Company Ltd,STARHEALTH,Insurance,37348.97682,642.5,-35.88901182,39.44851743,22.62855452,10610.09,-1396.64,-355.96,-0.645706581,0.698766535,0.236473483,-0.214478242,62.5,10,24.59143969,-1040.68,-13.16331907,3.520137607,-0.037394331,-0.124716525,0.289533437,-0.075055195,5.722627416
Tata Communications Ltd,TATACOMM,Telecom Services,37297.34169,1274.2,25.1709735,-3.063487465,3.774580145,17098.76,1999.98,518.22,0.963885965,-0.860030526,0.90847614,0,71.42857143,5,1.239993722,1481.76,11.69663765,2.181289268,0.053622588,0.611556547,1.012331579,-1.012331579,-2.962611931
Alkem Laboratories Ltd,ALKEM,Pharmaceuticals,36813.50011,3121.65,22.37059595,13.23498411,5.552643181,10796.84,1844.28,198.66,1.637478359,-1.213135951,1.569412453,0.019654581,43.47826087,10,7.635385133,1645.62,17.08166464,3.409655057,0.050097926,-0.368560059,1.993754861,-2.013409442,-0.915934128
IDFC First Bank Ltd,IDFCFIRSTB,Private Banks,36634.90875,58,276.9078515,16.21500256,-21.51344489,20345.28,174.96,42.66,-0.344718122,8.295830626,-1.101168591,-0.01320074,50,6,1.724137931,132.3,0.859953758,1.800658863,0.004775773,0.884373576,6.849943913,-6.836743173,-67.07839506
Honeywell Automation India Ltd,HONAUT,Electronic Equipments,36505.71261,41027.8,107.645188,4.361812388,12.11749256,3030.66,457.62,118.49,-0.017949396,0.01136682,0.152666006,0,42.85714286,3,10.35200523,339.13,15.09968126,12.04546621,0.012535572,-0.851038668,0.14608343,-0.14608343,-23.3126155
Jubilant Foodworks Ltd,JUBLFOOD,Restaurants & Cafes,36397.52166,546.05,86.58242938,11.29993494,19.41489182,4437.47,563.26,142.88,2.740411842,-1.140692696,1.225279657,0,64.51612903,20,19.03671825,420.38,12.69326891,8.202313855,0.015475229,0.464192618,2.824998803,-2.824998803,-17.64999226
Bandhan Bank Ltd,BANDHANBNK,Private Banks,36118.96489,234.15,287.1370132,31.04263207,-26.83872112,16693.94,128.62,2.83,5.378435239,-1.450530271,0.795977065,-0.000789293,73.07692308,19,40.93529789,125.79,0.770459221,2.163597383,0.00356101,2.762040081,4.723882033,-4.72309274,-69.72015797
Godrej Properties Ltd,GODREJPROP,Real Estate,35899.13083,1278.55,101.8790783,8.330954931,-22.84844664,2585.69,516.33,163.96,-0.381488805,-0.231425251,-0.040983723,0.05541101,33.33333333,7,10.98510031,352.37,19.96875109,13.88377216,0.014382799,-0.845112059,-0.653897779,0.598486769,-20.85233426
Power Finance Corporation Ltd,PFC,Specialized Finance,35515.91936,134.5,2.534174209,22.55716024,0,76344.92,23382.22,9367.43,4.528113172,0.602457521,-0.737261546,0,100,4,33.82899628,14014.79,30.62708036,0.465203439,0.658358855,28.52593698,4.393309147,-4.393309147,15.25303807
Gujarat Gas Ltd,GUJGASLTD,Gas Distribution,34692.94929,498.7,26.94870106,26.44269612,7.572131,16548.71,1715.16,427.79,3.022189053,-0.152076847,0.606231677,0,53.57142857,15,13.49508723,1287.37,10.36431238,2.096414119,0.049438287,-0.783237575,3.476343883,-3.476343883,-3.472820592
NMDC Ltd,NMDC,Mining - Iron Ore,34283.84421,117.15,3.655364265,22.25888328,-33.29863817,26600.25,12973.56,3594.51,-1.153379599,0.059100271,-1.27035995,0,68.42105263,13,7.12761417,9379.05,48.77232357,1.28885421,0.37841614,0.60739115,-2.364639278,2.364639278,10.83992779
Shriram Transport Finance Company Ltd,SRTRANSFIN,Consumer Finance,34195.13233,1270.3,12.56665772,12.06616107,-44.09270824,19274.23,3549.25,828.15,-0.708155416,0.674847308,0.283639219,0.074116595,75,24,19.73549555,2721.1,18.414484,1.774137402,0.103794013,-0.275411697,0.250331111,-0.324447706,1.455686424
Indian Bank,INDIANB,Public Banks,33932.02211,267.95,8.192558834,20.43384908,0,46268.15,4734.48,592.67,0.466741929,0.500712543,0.960649012,0,90,9,8.229147229,4141.81,10.23269787,0.733377542,0.139528378,1.400518724,1.928103484,-1.928103484,1.342190311
Steel Authority of India Ltd,SAIL,Iron & Steel,33892.93083,82.75,2.768245508,18.48825967,-2.246712306,104753.51,16291.87,4048.4,0.60470118,0.097914415,0.598534752,0,41.66666667,10,8.761329305,12243.47,15.55257671,0.323549357,0.480686373,1.264052269,1.301150347,-1.301150347,3.837383455
Solar Industries India Ltd,SOLARINDS,Commodity Chemicals,33870.76092,3717.25,76.75571275,20.01742153,52.22306523,3967.27,607.42,166.14,-0.131130432,0.01843407,-0.196222668,0,50,3,13.65929114,441.28,15.31078046,8.537548722,0.017933462,-0.96212757,-0.30891903,0.30891903,-15.67899472
Hindustan Petroleum Corp Ltd,HINDPETRO,Oil & Gas - Refining & Marketing,33813.73988,238.5,4.635683257,13.09884739,17.66197211,353810.15,9143.62,1849.39,1.574796804,-1.482058336,0.728371862,0,61.29032258,19,0.628930818,7294.23,2.584329477,0.095570294,0.270411378,88.18227144,0.82111033,-0.82111033,21.738007
Biocon Ltd,BIOCON,Biotechnology,33531.04201,282.1,51.71351327,15.61662878,26.65094621,8396.7,983.1,334.7,0.040792354,-0.511765534,0.16113335,0,63.63636364,14,25.84190004,648.4,11.70817107,3.993359535,0.029319101,-0.976267781,-0.30983983,0.30983983,-10.32286245
Lupin Ltd,LUPIN,Pharmaceuticals,33343.18018,751.45,-21.82088177,-1.011210825,-0.966421982,16615.93,-1372.21,155.83,0.730632932,-0.457680296,0.5795536,0.007016826,26.31578947,10,-3.187171468,-1528.04,-8.258400222,2.006699606,-0.041154143,0.978864316,0.852506236,-0.859523062,3.848463025
Bank of India Ltd,BANKINDIA,Public Banks,33323.10661,83.75,9.541142084,-0.013812767,0,46372.64,5654.83,2162.26,-0.298456947,0.363490748,-0.148352991,0,66.66666667,2,-4.47761194,3492.57,12.19432407,0.718594124,0.169696963,1.790854319,-0.08331919,0.08331919,1.090179278
Aditya Birla Capital Ltd,ABCAPITAL,Diversified Financials,33104.29648,144.1,19.40496989,30.85605338,19.24498223,22582.25,2286.72,580.75,0.710316494,0.113386052,-0.136960715,-0.005747497,100,7,7.564191534,1705.97,10.12618317,1.465943229,0.06907623,-0.513026431,0.686741831,-0.680994334,-2.276267829
